Bergheim; 69115; Kindernest Heidelberg; Vangerowstr. 2 Heidelberg ;  (06221) 438296; info@kinderlandnet.de; 7 a.m. – 6 p.m.; 2 month – 3 years; Kinderlandnet gGmbH;8.6818317;49.4088217;
Bergheim; 69115; Städtische Kita Vangerowstraße; Vangerowstr. 11 Heidelberg ;  (06221) 5837220; kita‐vangerowstrasse@heidelberg.de; 7 a.m. – 5 p.m.; 1 – 3 years;;8.67873;49.40855999999999;
Bergheim; 69115; Steppkes Kinderbetreuung GbR; Vangerowstr. 33 Heidelberg ;  0177‐8387350 und 0163‐7282371; info@steppkes‐kinderbetreuung.de; 8 a.m. – 3 p.m.; 1 – 3 years;;8.6762529;49.4085916;
Boxberg; 69126; EMBL‐Kinderhaus (only for staff of EMBL); Meyerhofstr. 1 Heidelberg ;  (06221) 387308; martin.kirch@embl.de; 8:30 a.m. – 6 (Fri 5) p.m.; 3 month – until school enrolment;;8.71074;49.38485;
Boxberg; 69126; Evangelischer Kindergarten Boxberg; Ginsterweg 22 Heidelberg ;  (06221) 382774; kita.boxberggemeinde@ekihd.de; 7:15 a.m. – 4:15 p.m.; 3 month – until school enrolment;;8.703030199999999;49.3768264;
Boxberg; 69126; Katholischer Musikkindergarten St. Paul; Buchwaldweg 2 Heidelberg ;  (06221) 1379235; kiga.stpaul‐hd@t‐online.de; 7:30 a.m. a.m. – 4:30 p.m.; 2,75 years – until school enrolment;;8.703149999999999;49.37315;
Boxberg; 69126; Städtische Kita Buchwaldweg; Buchwaldweg 30 Heidelberg ;  (06221) 382122; kita‐buchwaldweg@heidelberg.de; 7 a.m. – 5 p.m.; 1 year – end of elementary school;;8.70493;49.37004;
Emmertsgrund; 69126; Evangelischer Kindergarten Emmertsgrund; Im Forum 3 Heidelberg ;  (06221) 382369; kita.emmertsgrund@ekihd.de; 7:30 a.m. a.m. – 4:30 p.m.; 3 years – until school enrolment;;8.70426;49.36479;
Emmertsgrund; 69126; Städtische Kita Emmertsgrundpassage 36‐38; Emmertsgrundpassage 36‐38 Heidelberg ;  (06221) 351084; kita‐emmertsgrundpassage36‐38@heidelberg.de; 7 a.m. – 5 p.m.; 1 year – until school enrolment;;8.70413;49.36284999999999;
Emmertsgrund; 69126; Städtische Kita Emmertsgrundpassage 43; Emmertsgrundpassage 43 Heidelberg ;  (06221) 381161; kita‐emmertsgrundpassage43@heidelberg.de; 7 a.m. – 5 p.m.; 1 year – until school enrolment;;8.7046511;49.36274;
Handschuhsheim; 69121; Evangelische Kita an der Friedenskirche; Kriegsstr. 20 Heidelberg ;  (06221) 409910; kita.friedensgemeinde‐ost@ekihd.de; 7:15 a.m. – 4:15 p.m.; 3 years – until school enrolment;;8.685334899999999;49.4290518;
Handschuhsheim; 69121; Evangelische Kita Tischbeinstraße; Tischbeinstr. 66 Heidelberg ;  (06221) 409128; kita.friedensgemeinde‐west@ekihd.de; 7:30 a.m. a.m. – 2 p.m.; 1 year – until school enrolment;;8.6788724;49.4337184;
Handschuhsheim; 69121; Katholischer Kindergarten St. Vitus; Pfarrgasse 5a Heidelberg ;  (06221) 473293; kiga.st.vitus@kath‐hd.de; 7:30 a.m. a.m. – 4:30 p.m.; 3 years – until school enrolment;;8.687801799999999;49.4261554;
Handschuhsheim; 69121; Kinderkrippe »Die KidZ«; Rottmannstr.12‐14 Heidelberg ;  (06221) 3279579; vorstand@rhein‐neckar‐kidz.de; 7:15 a.m. – 6 p.m.; 2 month – 3 years; Rhein‐Neckar‐KidZ e.V.;8.6863244;49.4251718;
Handschuhsheim; 69121; Kinderkrippe »Die Sternchen« gGmbH; Mühltalstr. 21 Heidelberg ;  (06221) 438780; info@diesternchen.de; 7:30 a.m. a.m. – 6 p.m.; 2 month – 3 years;;8.6874699;49.4293637;
Handschuhsheim; 69121; Kinderkrippe Dreikäsehoch GmbH; Zeppelinstr. 9 Heidelberg ;  (06221) 6565196; info@mehrgenerationenkrippe.de; 7 a.m. a.m. – 6 p.m.; 6 month – 3 years;;8.6835762;49.4227741;
Handschuhsheim; 69121; Kinderkrippe Purzelzwerg e.V.; Lindengasse 2 Heidelberg ;  (06221) 6551955; info@purzelzwerg‐dossenheim.de; 7:30 a.m. a.m. – 2:30 p.m.; 10 month – 3 years;;8.687586999999999;49.4269269;
Handschuhsheim; 69121; Kinderkrippe St. Bernhard; Handschuhsheimer Landstr. 77/1 Heidelberg; (06221) 8732455; info@kinderkrippe.caritas‐heidelberg.de; 7:30 a.m. – 4:30 p.m.; 1 – 3 years; Caritasverband Heidelberg e.V.;8.6888451;49.42582410000001;
Handschuhsheim; 69121; Paletti – Musisch‐Ästhetische Kleinkindbetreuung; Steubenstr. 54/1 Heidelberg ;  (06221) 452266; info@jugendkunstschule‐hd.de; 8 a.m. – 2 p.m.; 1 – 3 years; Jugendkunstschule Heidelberg‐Bergstrasse e.V.;8.68866;49.42534999999999;
Handschuhsheim; 69121; Städtische Kita Furtwänglerstraße; Furtwänglerstr. 54 Heidelberg ;  (06221) 470585; kita‐furtwaenglerstrasse@heidelberg.de; 7 a.m. – 5 p.m.; 3 years – end of elementary school;;8.6803915;49.4233149;
Handschuhsheim; 69121; Städtische Kita Handschuhsheimer Landstraße; Handschuhsheimer Landstr. 80 Heidelberg; (06221) 401282; kita‐handschuhsheimerlandstrasse@heidelberg.de; 7 a.m. – 5 p.m.; 1 year – until school enrolment;;8.68956;49.42534999999999;
Handschuhsheim; 69121; Waldkindergarten Heidelberg; Mühltalstr. 147 Heidelberg ;  (06221) 6739990; info@waldkinder‐heidelberg.de; 7:30 a.m. – 4:30 p.m.; 3 years – until school enrolment; Waldkinder Heidelberg e.V.;8.704401899999999;49.431902;
Kirchheim; 69124; AWO‐Kita Sonnengarten; Schwetzinger Str. 27 Heidelberg ;  (06221) 7143535; kita‐sonnengarten@awo‐heidelberg.de; 7:30 a.m. – 4:30 p.m.; 2,75 – 6 years; Arbeiterwohlfahrt Heidelberg e.V.;8.6662239;49.3778038;
Kirchheim; 69124; AWO‐Kita U3 Badischer Hof; Schwetzinger Str. 27 Heidelberg ;  7140532; kita‐badischerhof@awo‐heidelberg.de; 7:30 a.m. – 4:30 p.m.; 1 – 3 years; Arbeiterwohlfahrt Heidelberg e.V.;8.6662239;49.3778038;
Kirchheim; 69124; Evangelischer Blumhardt Kindergarten; Hegenichstr. 22 Heidelberg ;  (06221) 785806; kita.blumhardtgemeinde@ekihd.de; 7:30 a.m. – 4:30 p.m.; 2,75 years – until school enrolment;;8.66926;49.37699;
Kirchheim; 69124; Evangelischer Kindergarten Arche; Glatzer Str. 31 Heidelberg ;  (06221) 781316; kita.wicherngemeinde@ekihd.de; Kindergarten: 7:30 a.m. – 4:30 p.m. / Toddlers: 7:30 a.m. – 2 p.m.; 3 month – until school enrolment;;8.66852;49.38478;
Kirchheim; 69124; Heilpädagogischer Hort und betreute Spielgruppe;  Im Mörgelgewann 11b Heidelberg ;  (06221) 600826; monika.buehler@caritas‐heidelberg.de; 8:30 – 11:30 a.m.; 1,5 – 3 years;(Curative pedagogy and supervised playgroup);8.673399999999999;49.3934;
Kirchheim; 69124; Katholischer Kindergarten St. Georg; Albert‐Fritz‐Str. 35 Heidelberg ;  (06221) 712480; st.georg@st‐peter‐hd.de; 7 a.m. – 4 p.m.; 2,75 years – until school enrolment;;8.6686055;49.3829106;
Kirchheim; 69124; Kita KiKu Kinderland; Am Dorf 9 Heidelberg ;  (06221) 7145562; kinderland‐kirchheim@kinderzentren.de; 7 a.m. – 7 p.m.; 6 month – until school enrolment; Kinderzentren Kunterbunt gGmbH;8.6642798;49.3763884;
Kirchheim; 69124; Montessori Kinderhaus Hardtstraße; Hardtstr. 90 Heidelberg ;  (06221) 433890; oberlaender@montessori‐heidelberg.de; 7:15 a.m. – 4:15 p.m.; 2,75 years – until school enrolment;;8.674820799999999;49.3772898;
Kirchheim; 69124; Städtische Kita Adolf‐Engelhardt‐Straße; Adolf‐Engelhardt‐Str. 10 Heidelberg ;  (06221) 712126; kita‐adolf‐engelhardt‐strasse@heidelberg.de; 7 a.m. – 5 p.m.; 3 years – until school enrolment;;8.6585707;49.3773253;
Kirchheim; 69124; Städtische Kita Hardtstraße; Hardtstr. 10/2 Heidelberg ;  (06221) 784146; kita‐hardtstrasse@heidelberg.de; 7 a.m. – 5 p.m.; 3 years – until school enrolment;;8.675559999999999;49.38539;
Kirchheim; 69124; Städtische Kita Hegenichstraße; Hegenichstr. 2/2 Heidelberg ;  (06221) 712178; kita‐hegenichstrasse@heidelberg.de; 7 a.m. – 5 p.m.; 1 year – end of elementary school;;8.66649;49.37654;
Kirchheim; 69124; Städtische Kita Hüttenbühl; Im Hüttenbühl 8 Heidelberg ;  (06221) 785063; kita‐huettenbuehl@heidelberg.de; 7 a.m. – 5 p.m.; 1 year – until school enrolment;;8.65962;49.38321999999999;
Neuenheim; 69120; Evangelischer Jakobus‐Kindergarten; Kastellweg 18 Heidelberg ;  (06221) 401540; kita.jakobusgemeinde@ekihd.de; Kindergarten: 7:30 a.m. – 4:30 p.m. / Toddlers: 7:30 a.m. – 2 p.m.; 3 month – until school enrolment;;8.67962;49.41505;
Neuenheim; 69120; Evangelischer Kindergarten Johannesgemeinde; Lutherstr. 67 Heidelberg ;  (06221) 484481; kita.johannesgemeinde@ekihd.de; 7:30 a.m. – 5 p.m.; 3 years – until school enrolment;;8.69007;49.41809000000001;
Neuenheim; 69120; Internationaler Kindergarten des DAI; Kuno‐Fischer‐Str. 2 Heidelberg ;  (6221) 607320; ies@dai‐heidelberg.de; 7:30 a.m. – 6 p.m. (Fr 5 p.m.); 3 years – until school enrolment; Englischsprachige Einrichtung;8.691590999999999;49.41934680000001;
Neuenheim; 69120; Katholischer Kindergarten St. Raphael; Gustav‐Kirchhoff‐Str. 1 Heidelberg ;  (06221) 409173; kiga‐raphael@kath‐hd.de; 7:30 a.m. – 3:30 p.m.; 3 years – until school enrolment;;8.6929425;49.4189632;
Neuenheim; 69120; Kindergarten INF 159 of the Student Service and Universität Heidelberg; Im Neuenheimer Feld 159 Heidelberg ;  (06221) 54‐6019, (06221) 54‐3923 ; kinderhaus@uni‐heidelberg.de; 7:30 a.m. – 6 p.m. (for parents working in shifts at the University clinics: 6:15 a.m. – 8:15 p.m.); 3 years – until school enrolment;;8.675487;49.4131544;
Neuenheim; 69120; Kindergarten Neuenheim; Mönchhofstr. 52 ;  (06221) 480608; info@kiga‐neuenheim.de; 7:30 a.m. – 5 p.m. (Fri 4:30 p.m.); 3 years – until school enrolment;;8.67929;49.41726;
Neuenheim; 69120; Kinderkrippe INF 685 of the Student Service and Universität Heidelberg; Im Neuenheimer Feld 685 Heidelberg ;  (06221) 985252, (06221) 54‐3923; kinderhaus@uni‐heidelberg.de; 7:30 a.m. – 6 p.m.; 2 month – 3 years;;8.661802;49.4191289;
Neuenheim; 69120; Kinderkrippe Kinderkiste e.V.; Ladenburger Str. 53 Heidelberg ;  (06221) 485399; leitung.ladenburger@kinderkiste‐hd.de; 8 a.m. – 1 p.m.; 1 – 3 years;;8.68715;49.41408999999999;
Neuenheim; 69120; Kinderkrippe Kinderkiste e.V.; Ziegelhäuser Landstr. 5 Heidelberg ;  (06221) 455603; leitung.ziegelhaeuser@kinderkiste‐hd.de; 7:30 a.m. – 3:30 p.m.; 1 – 3 years;;8.7103545;49.41552009999999;
Neuenheim; 69120; Kita »Die Wichtel«; Im Neuenheimer Feld 583 Heidelberg ;  (06221) 588060; info@die‐wichtel.de; 7:30 a.m. – 6 p.m. (Fri 5 p.m.); 6 month – until school enrolment; Beruf und Kind e.V.;8.6751729;49.4224794;
Neuenheim; 69120; Kita Humboldtstraße 17 of the Student Service and Universität Heidelberg; Humboldtstr. 17 Heidelberg ;  (06221) 4299949, (06221) 54‐3923; kinderhaus@uni‐heidelberg.de; 7:30 a.m. – 6 p.m. (for parents working in shifts at the University clinics: 6:15 a.m. – 8:15 p.m.); 3 month – until school enrolment;;8.6777537;49.4149027;
Neuenheim; 69120; Metropolitan International School gGmbH; Mozartstr. 4 Heidelberg ;  (06221) 7267900; infohd@metroschools.de; 7:30 a.m. – 6 p.m.; 1 year – until school enrolment; Trilingual (English/German/Spanish);8.688113900000001;49.4221841;
Neuenheim; 69120; Städtische Kita Lutherstraße; Lutherstr. 45a Heidelberg ;  (06221) 410788; kita‐lutherstrasse@heidelberg.de; 7 a.m. – 5 p.m.; 3 years – end of elementary school;;8.6902302;49.4164344;
Neuenheim; 69120; Waldorfkindergarten Heidelberg; Wielandtstr. 33 Heidelberg ;  (06221) 473331; waldorfkindergarten‐heidelberg@web.de; 7 a.m. – 5 p.m.; 3 years – until school enrolment;;8.6814596;49.4179992;
Pfaffengrund; 69123; AWO‐Kita Kranichgarten; Kranichweg 53 Heidelberg ;  (06221) 7366731; kita‐kranichgarten@awo‐heidelberg.de; 7:30 a.m. – 4:30 p.m.; 1 – 3 years; Arbeiterwohlfahrt Heidelberg e.V.;8.643718999999999;49.394766;
Pfaffengrund; 69123; AWO‐Kita Obere Rödt 33; Obere Rödt 33 Heidelberg ;  (6221) 776186; kita‐obereroedt@awo‐heidelberg.de; 6:50 a.m. – 4:45 (Fri 3:45) p.m.; 3 – 14 years; Arbeiterwohlfahrt Heidelberg e.V.;8.6447332;49.4007064;
Pfaffengrund; 69123; Evangelisches Kinderhaus PANAMA; Richard‐Drach‐Str. 2 Heidelberg ;  (6221) 776581; kita.emmaus‐gemeinde@ekihd.de; 7 a.m. – 4:15 p.m.; 3 month – 12 years;;8.649535;49.40073;
Pfaffengrund; 69123; Katholischer Kindergarten St. Marien; Schützenstr. 21 Heidelberg ;  (6221) 775595; kiga‐st.marien@se‐chr.de; 7:30 a.m. – 4 p.m.; 3 years – until school enrolment;;8.6476244;49.3997606;
Rohrbach / Hasenleiser; 69126; Bewegungskrippe des TSG Rohrbach e.V.; Felix‐Wankel‐Str. 3 Heidelberg ;  (06221) 370344; bewegungskrippe@tsgrohrbach.de, kita@tsgrohrbach.de; 7 a.m. – 5:30 p.m.; 2 month – 3 years;;8.6812915;49.38272019999999;
Rohrbach / Hasenleiser; 69126; Bewegungskrippe des TSG Rohrbach e.V.; Fabrikstraße 28 Heidelberg ;  (06221) 370341; bewegungskrippe@tsgrohrbach.de und kita@tsgrohrbach.de; 7:30 a.m. – 3:30 p.m.; 2 month – 3 years;;8.683019999999999;49.3817;
Rohrbach / Hasenleiser; 69126; Evangelische Kita Paula Heck; Am Heiligenhaus 14a Heidelberg ;  (06221) 393079; kita.rohrbach‐ost@ekihd.de; 7:15 a.m. – 4:15 p.m.; 3 years – until school enrolment;;8.694609999999999;49.37739999999999;
Rohrbach / Hasenleiser; 69126; Evangelischer Kindergarten Baden‐Badener‐Straße; Baden‐Badener Str. 11 Heidelberg ;  (06221) 303201; kita.hasenleiser@ekihd.de; 7 a.m. – 4 p.m.; 3 years – until school enrolment;;8.679129999999999;49.37614;
Rohrbach / Hasenleiser; 69126; Evangelischer Kindergarten Lindenweg; Lindenweg 9 Heidelberg ;  (06221) 332420; kita.rohrbach‐west@ekihd.de; 7:15 a.m. – 2:15 p.m.; 2 month – until school enrolment;;8.6848145;49.38055689999999;
Rohrbach / Hasenleiser; 69126; Freier Christlicher Kindergarten Heidelberg; Felix‐Wankel‐Str. 12 Heidelberg ;  (06221) 302118; fcs‐heidelberg@t‐online.de; 8 a.m. – 2:30 p.m.; 4 years – until school enrolment;;8.67966;49.38314;
Rohrbach / Hasenleiser; 69126; Integrative Kindergärten Pusteblume der Lebenshilfe Heidelberg e.V. (Accepts disabled and non‐disabled children): 1. Kindergarten Pusteblume; Freiburger Straße 2a Heidelberg ;  (6221) 302325; pusteblume@lebenshilfe‐heidelberg.de und pusteblume‐hd@t‐online.de; school kindergarten: 8:30 a.m. – 3:15 (Fri 11:30) p.m.  regular kindergarten: 7:30 a.m. – 3:30 (Fri 2) p.m.; 2 years – until school enrolment;;8.684030700000001;49.3740435;
Rohrbach / Hasenleiser; 69126; Kleine Pusteblume; Helaweg 30 Heidelberg ;  (06221) 3379225; kleine‐pusteblume@lebenshilfe‐heidelberg.de; Opening hours of the Toddlers group with disabled and non‐disabled children: 7:45 – 2:30 p.m. (Fri 2 p.m.) Opening hours of the Schoolkindergarten (pre‐school) and regular Kindergarten: see 1. Kindergarten Pusteblume; 1 – 3 years (Toddlers group with disabled and non‐disabled children), 2 years – until school enrolment (Kindergarten);;8.681170200000002;49.3803509;
Rohrbach / Hasenleiser; 69126; Katholischer Kindergarten St. Benedikt; Konstanzer Str. 47 Heidelberg ;  (06221) 303107; kiga‐st.benedikt@kath‐hd.de; 7:30 a.m. – 4:30 p.m.; 2,75 years – until school enrolment;;8.6813313;49.3725866;
Rohrbach / Hasenleiser; 69126; Katholischer Kindergarten St. Theresia; Rathausstr. 30 Heidelberg ;  (06221) 315118; kiga‐st.theresia@kath‐hd.de; 7:30 a.m. – 4 (Fri 2) p.m.; 3 years – until school enrolment; (accepts disabled and non‐disabled children);8.6892;49.37909;
Rohrbach / Hasenleiser; 69126; Marie‐Bertha‐Coppius Schoolkindergarten (pre‐school) for speech disordered children; Heidelberger Str. 61 Heidelberg ;  (06221) 393610; schulkindergarten@mbc‐hd.schule.bwl.de; 8:30 a.m. – 2:15 (Fri 12:05) p.m.; 3 years – until school enrolment;;8.69268;49.38027;
Rohrbach / Hasenleiser; 69126; Montessori‐Krippe Mehrgenerationenhaus; Heinrich‐Fuchs‐Str. 85 Heidelberg ;  (06221) 433890; oberlaender@montessori‐heidelberg.de; 8 a.m. – 4 p.m.; 1 – 3 years;;8.6788449;49.3793613;
Rohrbach / Hasenleiser; 69126; Montessori‐Krippe und Kinderhaus am Turm; Georg‐Mechtersheimer‐Str. 13 Heidelberg ;  (06221) 433890; oberlaender@montessori‐heidelberg.de; 7:30 a.m. – 4:30 p.m.; 1 year – until school enrolment;;8.6790487;49.3819244;
Rohrbach / Hasenleiser; 69126; Rohrbacher Kinderstube e.V.; Karlsluststr. 6 Heidelberg ;  (06221) 5898974; info@rohrbacher‐kinderstube.de; 8 a.m. – 2 p.m.; 1 – 3 years;;8.6909589;49.3827063;
Rohrbach / Hasenleiser; 69126; Rohrbacher Kinderstube e.V.; Leimer Str. 2 Heidelberg ;  (06221) 374902; info@rohrbacher‐kinderstube.de; 8 a.m. – 2 p.m.; 1 – 3 years;;8.6927218;49.3778553;
Rohrbach / Hasenleiser; 69126; Sportkindergarten des TSG Rohrbach e.V.; Erlenweg 26b Heidelberg ;  (06221) 370342; sportkindergarten@tsgrohrbach.de und kita@tsgrohrbach.de; 7:30 a.m. – 5 p.m.; 3 years – until school enrolment;;8.6770706;49.3759083;
Rohrbach / Hasenleiser; 69126; Städtische Kita Breisacher Weg; Breisacher Weg 2 Heidelberg ;  (06221) 372967; kita‐breisacherweg@heidelberg.de; 7 a.m. – 5 p.m.; 3 years – until school enrolment;;8.6810102;49.3770846;
Schlierbach; 69118; CHAMPINI Sport‐ und Bewegungskita gGmbH; Am Grünen Hag 48 Heidelberg ;  (06221) 8963991; heidelberg‐schlierbach@champini.de; 7:30 a.m. – 5 p.m.; 10 month – until school enrolment;;8.772250099999999;49.4130426;
Schlierbach; 69118; Evangelischer Kindergarten der Berggemeinde; Am Gutleuthofhang 19 Heidelberg ;  (06221) 802509; kita.berggemeinde@ekihd.de; 7:30 a.m. – 2 p.m.; 3 years – until school enrolment;;8.766589999999999;49.41314999999999;
Schlierbach; 69118; Städtische Kita Jägerpfad; Jägerpfad 11 Heidelberg ;  (06221) 802010; kita‐jaegerpfad@heidelberg.de; 7 a.m. – 5 p.m.; 1 year – until school enrolment;;8.74761;49.41365;
Südstadt; 69126; Die „kleine“ Elisabeth (Branch of the catholic Kindergarten St. Elisabeth); Im Bosseldorn 12 Heidelberg ;  (06221) 7283290; kiga.bosseldorn@sepn.de; 7:30 a.m. – 4:30 p.m.; 3 years – until school enrolment;;8.68031;49.38567;
Südstadt; 69126; Evangelischer Kindergarten der Markusgemeinde; Rheinstr. 29 Heidelberg ;  (06221) 336045; kita.markusgemeinde@ekihd.de; 7:30 a.m. – 2 p.m.; 3 years – until school enrolment;;8.68831;49.39014;
Südstadt; 69126; Katholischer Kindergarten St. Elisabeth; Kirschgartenstr. 35 Heidelberg ;  (06221) 3379696; kiga.elisabeth@sepn.de; 7:30 a.m. – 4:30 p.m.; 1 year – until school enrolment;;8.68792;49.38849;
Südstadt; 69126; Kinderkrippe Bullerbü; Spitzwegstr. 2 Heidelberg ;  (06221) 337888; info@generationsbruecke.de; 7:45 a.m. – 4 p.m.; 1 – 3 years; Generationsbrücke e.V.;8.68881;49.39308;
Weststadt; 69115; Evangelischer Fröbel‐Kindergarten der Christusgemeinde; Zähringerstr. 24 Heidelberg ;  (06221) 20595; kita.christusgemeinde@ekihd.de; 7:30 a.m. – 2 p.m.; 2 years – until school enrolment;;8.6862392;49.401979;
Weststadt; 69115; Evangelischer Kindergarten der Kapellengemeinde; Kaiserstr. 64 Heidelberg ;  (06221) 20451; kiga@stadtmission‐hd.de; 7:30 a.m. – 2 p.m.; 3 years – until school enrolment;;8.68395;49.40347999999999;
Weststadt; 69115; Katholische Kita St. Hildegard; Hildastr. 6 Heidelberg ;  (06221) 160165; kiga.hildegard@sepn.de; 7 a.m. ‐ 5 p.m.; 2,75 years – end of elementary school;;8.68214;49.40264;
Weststadt; 69115; Kindergarten First Steps e.V.; Hebelstr. 6 Heidelberg ;  (6221) 8904243; first.steps@web.de; 7:30 a.m. – 5 p.m.; 3 years – until school enrolment; Bilingual (German/English);8.6816078;49.39759549999999;
Weststadt; 69115; Kindergarten Römerstraße e.V.; Römerstr. 23 ;  (06221) 600292; kindergarten@roemerstrasse.org; 8 a.m. – 3 p.m.; 3 years – until school enrolment;;-74.1042125;40.5929709;
Weststadt; 69115; Kinderkrippe »Die Wühlmäuse« gGmbH; Lenaustr. 12 Heidelberg ;  (6221) 6533029 und 0172‐6577144; stephaniekonrad@gmx.de; 8 a.m. – 4 p.m.; 3 month – 3 years;;8.683808599999999;49.3995402;
Weststadt; 69115; Kinderkrippe First Steps e.V.; Rohrbacher Str. 88/90 Heidelberg ;  (06221) 6512767; first.steps@web.de; 7:30 a.m. – 2 p.m.; 1 – 3 years; Bilingual (German/English);8.690299999999999;49.39991;
Weststadt; 69115; Kinderladen Heuhüpfer e.V.; Kaiserstr. 4 Heidelberg ;  (06221) 4531849; weststadt@heuhuepfer.net; 7:30 a.m. – 4:30 p.m.; 1 – 3 years;;8.69075;49.40338999999999;
Weststadt; 69115; KiWest – Kinderbetreuung Weststadt; Kaiserstr. 49 Heidelberg ;  (06221) 6514344; birte@kiwe.st; 7:30 a.m. – 4:45 p.m.; 6 weeks – 3 years;;8.68435;49.40325;
Weststadt; 69115; Spielgruppe »Die Wühlmäuse« gGmbH; Rohrbacherstr. 40 Heidelberg ;  (06221) 6533029 und 0172‐6577144; stephaniekonrad@gmx.de; 8 a.m. – 1 p.m.; 3 month – 3 years;;8.69183;49.40387;
Weststadt; 69115; Städtische Kita Blumenstraße; Blumenstr. 24 Heidelberg ;  (06221) 26498; kita‐blumenstrasse@heidelberg.de; 7 a.m. – 5 p.m.; 3 years – until school enrolment;;8.68831;49.40449;
Weststadt; 69115; Städtische Kita Gaisbergstraße; Gaisbergstr. 81 Heidelberg ;  (06221) 181588; kita‐gaisbergstrasse@heidelberg.de; 7 a.m. – 5 p.m.; 1 year – end of elementary school;;8.6927;49.40098;
